Nombre_Empresa_clean,Fecha,pasajeros
AEROMENEGUA,2017-01-12,307
NO REGISTRA,2017-01-12,693
AEROPACA SAS,2017-01-10,190
CARGOLUX AIRLINES INTERNATIONAL S.A.,2019-02-01,0
KALITTA FLYING SERVICE,2019-03-01,0
AVIOICHARTER LIMITADA,2014-03-01,21
CHARTER EXPRESS SAS,2014-03-01,13
VENSECAR C.A.,2014-01-01,0
AEROCHARTER ANDINA S.A.S.,2015-01-01,420
ABSA,2015-08-01,0
LATAM,2020-11-01,824100
JETSMART,2020-11-01,5178
AERO LLANOS DEL ORIENTE,2021-04-01,42
FEDERAL EXPRESS CORPORATION,2021-04-01,0
SARPA S.A.S,2022-08-01,8871
UNITED AIR LINES INC,2021-12-01,20076
VIVA AIR PERU,2022-01-01,14980
HELI JET SAS,2020-02-01,813
AEROGAL,2020-09-01,264
KLM,2020-05-01,1476
AEROREPUBLICA,2020-10-01,85752
ETHIPIAN AIRLINES,2021-06-01,0
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2017-01-05,0
KLM,2017-01-08,7756
AEROSUCRE,2017-01-06,0
VENSECAR C.A.,2017-01-02,0
VENSECAR C.A.,2017-01-07,0
CHARTER DEL CARIBE S.A.,2017-01-01,147
LATAM,2017-01-10,588718
JETBLUE AIRWAYS,2017-01-12,42903
KLM,2017-01-10,6568
UNITED PARCEL SERVICE,2017-01-11,0
AVIOICHARTER LIMITADA,2017-01-09,13
AEROPACA SAS,2017-01-11,156
AIR COLOMBIA,2019-01-01,775
LAS,2019-02-01,0
ARO LTDA,2014-02-01,445
CHARTER EXPRESS SAS,2014-04-01,75
CENTURION AIR CARGO COLOMBIA,2014-06-01,0
IBERIA,2014-02-01,16415
MAS AIR,2014-07-01,0
SATENA,2014-04-01,70468
KLM,2015-09-01,7103
AEROREPUBLICA,2020-11-01,146313
MARTINAIR,2022-04-01,0
LACSA,2022-08-01,6319
HELIGOLFO S.A.S,2021-12-01,225
ALPES S.A.S,2020-05-01,96
LATAM,2020-02-01,1617111
ASES LTDA.,2020-03-01,298
PACIFICA DE AVIACION S.A.S,2020-05-01,624
ETHIPIAN AIRLINES,2020-07-01,0
SATENA,2020-05-01,1170
AVIOCESAR,2021-02-01,56
AER CARIBE,2020-01-01,0
TACA INTERNATIONAL,2021-06-01,5134
ALPES S.A.S,2022-07-01,12
SATENA,2019-04-01,88017
LUFTHANSA,2017-01-02,9678
SATENA,2017-01-03,79490
INTERJET,2017-01-12,24727
AEROLINEAS ARGENTINAS,2017-01-10,6758
SAVIARE LTDA,2017-01-09,243
"AVIOR AIRLINES,C.A.",2019-02-01,14244
TURKISH AIRLINES INC,2019-02-01,3101
SAER,2019-02-01,37
HELIGOLFO S.A.S,2019-02-01,118
CHARTER DEL CARIBE S.A.,2014-06-01,82
CUBANA,2014-07-01,741
SPIRIT AIRLINES,2014-04-01,25573
AIR PANAMA,2014-10-01,2168
TARI,2015-03-01,310
NACIONAL DE AVIACION S.A.S,2015-03-01,229
AIR FRANCE,2015-04-01,11822
AEROLINEAS ARGENTINAS,2015-03-01,7672
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2015-04-01,0
LAS,2015-11-01,0
MARTINAIR,2015-12-01,0
AIR PANAMA,2015-01-01,3722
AEROREPUBLICA,2015-06-01,187010
SAE,2022-12-01,236
SEARCA S.A.,2020-08-01,2178
21 AIR,2020-04-01,0
AEROGAL,2020-02-01,161559
HELISTAR S.A.S,2020-06-01,210
UNITED AIR LINES INC,2021-02-01,11750
SAE,2021-07-01,146
SAVIARE LTDA,2019-04-01,83
ADA,2017-01-09,16124
HELICOL,2017-01-12,5673
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2017-01-10,0
SPIRIT AIRLINES,2017-01-10,27492
HELISTAR S.A.S,2017-01-12,187
VIANA S.A.S,2014-07-01,286
AERO TAXI GUAYMARAL,2014-08-01,150
SATENA,2014-08-01,75958
INSEL AIR,2015-11-01,1976
EASYFLY S.A,2022-04-01,155035
AIR CANADA,2021-12-01,29686
AIR TRANSAT,2021-12-01,1874
AEROGAL,2022-01-01,30891
SARPA S.A.S,2020-10-01,6966
AEROSUCRE,2020-02-01,0
MAS AIR,2020-03-01,0
VIVA AIR PERU,2020-07-01,855
LATAM,2021-05-01,594272
AEROSUCRE,2021-06-01,0
ALIANSA,2015-04-01,770
AMERICA´S AIR SAS,2019-04-01,377
OCEANAIR,2017-01-08,704
AEROMENEGUA,2017-01-08,183
SAVIARE LTDA,2017-01-02,107
AEXPA,2017-01-08,921
LASER AEREO S.A.S,2017-01-06,1083
FEDERAL EXPRESS CORPORATION,2014-08-01,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2014-11-01,0
LAS,2014-11-01,0
MARTINAIR,2014-08-01,0
TACA S.A.S,2015-11-01,737
COPA,2015-11-01,14620
CENTURION AIR CARGO COLOMBIA,2015-02-01,0
TRANS AMERICAN AIR LINES,2015-06-01,35902
VIVA AIR,2015-01-01,232830
PACIFICA DE AVIACION S.A.S,2020-11-01,1704
AEROPACA SAS,2020-11-01,3144
HELI JET SAS,2022-08-01,333
GCA AIRLINES,2020-12-01,39615
TAMPA CARGO,2020-12-01,0
TAC,2022-12-01,1271
AVIOCESAR,2022-01-01,48
ABX AIR INC,2020-10-01,0
IBERIA,2020-05-01,2109
AEROSUCRE,2020-10-01,0
"AVIOR AIRLINES,C.A.",2020-02-01,28479
NO REGISTRA,2021-02-01,552
AEROPACA SAS,2021-02-01,2940
INTEREJECUTIVA,2020-01-01,170
CUBANA,2017-01-07,829
AEROGAL,2017-01-03,65778
ATLAS AIR,2017-01-03,0
AIR PANAMA,2017-01-07,5725
TRANS AMERICAN AIR LINES,2017-01-02,19025
ALPES S.A.S,2017-01-08,154
TAC,2017-01-06,5213
AMERICA´S AIR SAS,2017-01-03,258
AEROMENEGUA,2014-03-01,333
INTEREJECUTIVA,2014-06-01,343
ARO LTDA,2014-08-01,607
TACA S.A.S,2014-04-01,111
CARGOLUX AIRLINES INTERNATIONAL S.A.,2014-05-01,0
COPA,2014-02-01,11483
DELTA,2014-12-01,17126
IBERIA,2014-06-01,18532
VIVA AIR,2014-01-01,191275
NO REGISTRA,2015-02-01,544
DHL AERO EXPRESO,2015-04-01,0
LACSA,2015-03-01,10827
TAP PORTUGAL SUCURSAL COLOMBIA,2015-05-01,1441
TRANS AMERICAN AIR LINES,2015-04-01,34639
UNITED PARCEL SERVICE,2015-04-01,0
VENSECAR C.A.,2015-02-01,0
HELICOL,2020-11-01,2322
AERUPIA SAS,2021-04-01,226
PACIFICA DE AVIACION S.A.S,2021-08-01,2687
EMIRATES,2022-01-01,0
NO REGISTRA,2020-02-01,2145
AMERIJET INTERNATIONAL,2020-04-01,0
AERO APOYO,2021-07-01,59
TAERCO,2021-06-01,216
AERO LLANOS DEL ORIENTE,2021-03-01,20
GCA AIRLINES,2021-07-01,17851
AIR EUROPA,2019-04-01,14963
KLM,2017-01-04,7069
MAS AIR,2017-01-04,0
SELVA,2017-01-06,0
AER CARIBE,2017-01-08,0
LUFTHANSA,2017-01-09,12483
AEROSUCRE,2017-01-09,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2017-01-09,0
VIVA AIR,2019-01-01,369294
AMERIJET INTERNATIONAL,2019-02-01,0
ARO LTDA,2019-02-01,1380
STARBLUE AIRLINES,2019-06-01,110
HELICOL,2019-03-01,5809
AVIOCESAR,2014-10-01,262
AERO TAXI GUAYMARAL,2014-02-01,51
TAMPA CARGO,2014-07-01,0
SAER,2015-06-01,192
TARI,2015-11-01,215
AERO TAXI GUAYMARAL,2015-02-01,79
CHARTER EXPRESS SAS,2015-07-01,259
CHARTER DEL CARIBE S.A.,2015-06-01,163
AEROLINEAS ARGENTINAS,2015-12-01,8251
TAERCO,2021-04-01,134
JETSMART,2022-08-01,13581
KLM,2021-01-01,22449
SKY LEASE,2020-01-01,0
MARTINAIR,2021-06-01,0
AEROMEXICO,2019-04-01,30594
ADA,2017-01-02,20379
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2017-01-04,0
LAS,2017-01-07,0
ABSA,2017-01-03,0
"AVIOR AIRLINES,C.A.",2017-01-07,10709
TAMPA CARGO,2017-01-08,0
ARO LTDA,2017-01-08,1016
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2017-01-08,1436
AEROPACA SAS,2017-01-01,104
ARO LTDA,2017-01-10,958
CHARTER EXPRESS SAS,2017-01-10,54
SARPA S.A.S,2014-10-01,3654
TAC,2014-07-01,3529
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2014-07-01,746
AERUPIA SAS,2015-01-01,315
HORIZONTAL S A S,2015-12-01,954
CHARTER DEL CARIBE S.A.,2015-09-01,226
IBERIA,2015-12-01,25777
INSELAIR ARUBA,2015-09-01,480
SATENA,2015-08-01,90205
ABSA,2015-12-01,0
VENSECAR C.A.,2015-12-01,0
AMERICAN,2020-11-01,140964
EASYFLY S.A,2020-11-01,184446
EMIRATES,2021-04-01,0
JETBLUE AIRWAYS,2022-01-01,27298
SARPA S.A.S,2020-06-01,201
NORTHERN AIR CARGO,2020-04-01,0
TAERCO,2022-02-01,90
AEREA S.A.,2021-03-01,948
EZ AIR,2021-07-01,260
LAS,2021-07-01,0
ABSA,2021-06-01,0
TAMPA CARGO,2021-05-01,0
CARGOJET AIRWAYS LTD.,2017-01-10,0
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2017-01-11,0
ALPES S.A.S,2019-01-01,43
"AVIOR AIRLINES,C.A.",2019-03-01,15322
COPA,2014-06-01,13071
ALLAS S.A.S,2015-03-01,918
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2015-09-01,0
LACSA,2015-11-01,11629
AEROREPUBLICA,2015-02-01,144742
TAP PORTUGAL SUCURSAL COLOMBIA,2015-02-01,2137
VENSECAR C.A.,2015-06-01,0
KLM,2021-04-01,8186
ALLAS S.A.S,2021-08-01,729
AERO APOYO,2020-12-01,207
ETHIPIAN AIRLINES,2022-12-01,0
VIVA AIR,2022-12-01,638965
AVIOCESAR,2020-02-01,282
TAC,2020-09-01,4575
DHL AERO EXPRESO,2020-10-01,0
ARO LTDA,2021-02-01,1018
TAMPA CARGO,2021-03-01,0
TAERCO,2022-07-01,170
HELI JET SAS,2019-06-01,379
CARGOLUX AIRLINES INTERNATIONAL S.A.,2017-01-07,0
FEDERAL EXPRESS CORPORATION,2017-01-03,0
SPIRIT AIRLINES,2017-01-08,27226
TURKISH AIRLINES INC,2017-01-05,3284
CHARTER EXPRESS SAS,2017-01-12,33
KALITTA FLYING SERVICE,2019-01-01,0
SOLAIR S.A.S,2014-08-01,106
LASER AEREO S.A.S,2014-07-01,812
COPA,2014-07-01,12743
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2014-10-01,0
SATENA,2014-03-01,69340
INTEREJECUTIVA,2015-07-01,336
HELIGOLFO S.A.S,2015-05-01,54
AIR CANADA,2015-11-01,4472
EASYFLY S.A,2015-10-01,87297
TACA INTERNATIONAL,2015-02-01,14159
LINEA AEREA BOLIVARIANA,2015-12-01,4735
RIO SUR,2020-11-01,228
FEDERAL EXPRESS CORPORATION,2022-12-01,0
RIO SUR,2020-02-01,207
AMERICA´S AIR SAS,2020-02-01,3378
AIR EUROPA,2020-10-01,4926
AVIANCA,2020-04-01,759
HELI JET SAS,2021-05-01,334
AERO TAXI GUAYMARAL,2021-07-01,9
AVIANLINE CHARTE´S S.A.S.,2021-07-01,703
INTEREJECUTIVA,2017-01-06,178
TAERCO,2017-01-06,140
LOS HALCONES,2017-01-08,10
INTERJET,2017-01-09,19974
LADECO,2017-01-11,0
INTEREJECUTIVA,2014-09-01,391
TAC,2014-09-01,4541
SOLAIR S.A.S,2014-06-01,300
CHARTER DEL CARIBE S.A.,2014-04-01,112
COPA,2014-10-01,14339
DELTA,2014-04-01,12486
TAERCO,2015-12-01,125
LASER AEREO S.A.S,2015-06-01,2
DELTA,2015-06-01,15575
ABSA,2021-08-01,0
TAMPA CARGO,2021-08-01,0
ALIANSA,2020-12-01,4755
ETHIPIAN AIRLINES,2020-12-01,0
COPA,2021-12-01,161934
VIVA AIR PERU,2021-01-01,3027
ALPES S.A.S,2022-01-01,17
AEROLINEAS ARGENTINAS,2020-02-01,18591
HELIGOLFO S.A.S,2021-03-01,1848
AIR EUROPA,2021-03-01,8148
COPA,2017-01-11,18892
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2017-01-11,0
AEROTRANSPORTE DE CARGA UNION,2017-01-12,0
AEROCOL S.A.S,2017-01-11,154
STARBLUE AIRLINES,2017-01-11,64
TAERCO,2017-01-10,185
FLEXAIR S.A.S,2019-01-01,226
SAE,2019-02-01,132
TAC,2019-03-01,2632
LASER AEREO S.A.S,2019-03-01,229
STARBLUE AIRLINES,2014-02-01,297
TAERCO,2014-02-01,88
ABX AIR INC,2014-05-01,0
AIR FRANCE,2014-02-01,11601
SKY LEASE,2014-12-01,0
TARI,2015-06-01,87
AERO TAXI GUAYMARAL,2015-11-01,85
CHARTER DEL CARIBE S.A.,2015-07-01,117
AEROREPUBLICA,2015-12-01,212535
AERO TAXI GUAYMARAL,2020-11-01,66
AEROLINEAS ARGENTINAS,2022-08-01,5618
ETHIPIAN AIRLINES,2022-08-01,0
AER CARIBE,2021-01-01,0
INTEREJECUTIVA,2020-03-01,252
DHL AERO EXPRESO,2020-02-01,0
HELICOL,2020-05-01,2700
ETHIPIAN AIRLINES,2020-01-01,0
LUFTHANSA,2021-03-01,5740
ETHIPIAN AIRLINES,2021-03-01,0
CHARTER DEL CARIBE S.A.,2019-04-01,52
UNITED AIR LINES INC,2017-01-02,18718
PACIFICA DE AVIACION S.A.S,2017-01-06,638
AMERICAN,2017-01-09,43621
ATLAS AIR,2019-01-01,0
VERTICAL DE AVIACION,2014-06-01,62
AVIOICHARTER LIMITADA,2014-08-01,252
INTERJET,2014-07-01,6847
CARGOLUX AIRLINES INTERNATIONAL S.A.,2014-03-01,0
AEROGAL,2014-07-01,49322
SATENA,2014-05-01,71343
TAMPA CARGO,2014-04-01,0
AEROCOL S.A.S,2015-07-01,153
LATAM,2015-02-01,333673
SAVIARE LTDA,2015-10-01,226
TARI,2015-02-01,268
NACIONAL DE AVIACION S.A.S,2015-04-01,112
NO REGISTRA,2015-07-01,932
AEROMEXICO,2015-10-01,16984
AEROMEXICO,2015-11-01,16776
TURKISH AIRLINES INC,2021-04-01,5114
AMERICA´S AIR SAS,2022-04-01,385
ALIANSA,2022-08-01,338
TAC,2020-12-01,6360
RIO SUR,2021-12-01,99
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2020-10-01,0
SOLAIR S.A.S,2020-01-01,250
ALBATROS AIRLINES,2020-01-01,1106
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2020-01-01,0
SAE,2021-05-01,336
AEROMEXICO,2021-06-01,38562
EZ AIR,2021-05-01,172
IBERIA,2021-07-01,21563
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2021-05-01,0
LOS HALCONES,2019-04-01,16
AIR PANAMA,2017-01-04,4971
ARO LTDA,2017-01-07,1557
SAER,2014-04-01,759
SEARCA S.A.,2014-07-01,18877
TARI,2014-03-01,418
HELI JET SAS,2014-01-01,18
AMERIJET INTERNATIONAL,2014-10-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-09-01,0
INSEL AIR,2014-08-01,1839
RIO SUR,2015-07-01,105
AVIOICHARTER LIMITADA,2015-06-01,414
CHARTER EXPRESS SAS,2015-01-01,282
AEROPACA SAS,2015-07-01,709
ALIANSA,2015-10-01,1693
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2015-03-01,0
FEDERAL EXPRESS CORPORATION,2020-11-01,0
UNITED AIR LINES INC,2021-04-01,18438
AERO TAXI GUAYMARAL,2020-04-01,129
QATAR AIRWAYS COMPANY,2020-05-01,0
NO REGISTRA,2020-01-01,1370
VIVA AIR PERU,2021-07-01,2028
INTEREJECUTIVA,2022-07-01,158
SEARCA S.A.,2019-04-01,9994
DELTA,2017-01-04,13021
SEARCA S.A.,2017-01-07,10113
ASES LTDA.,2017-01-07,275
CHARTER DEL CARIBE S.A.,2017-01-06,96
ALIANSA,2017-01-04,998
LACSA,2017-01-11,18923
AEROCOL S.A.S,2017-01-12,61
SAVIARE LTDA,2017-01-11,278
AEXPA,2017-01-12,857
AIR COLOMBIA,2019-02-01,461
VIVA AIR PERU,2019-06-01,5821
SAE,2019-03-01,192
AEROCOL S.A.S,2019-03-01,311
AER CARIBE,2014-04-01,95
JETBLUE AIRWAYS,2014-06-01,32737
LAS,2014-03-01,0
LACSA,2014-05-01,12230
AERO APOYO,2015-07-01,390
SEARCA S.A.,2015-04-01,7558
INTERJET,2015-09-01,11197
SOLAR CARGO,2015-04-01,0
ABSA,2015-04-01,0
UNITED PARCEL SERVICE,2015-12-01,0
CONVIASA,2015-04-01,8449
AIR FRANCE,2022-04-01,12942
TAMPA CARGO,2022-04-01,0
AIR FRANCE,2021-08-01,9298
ARO S.A.S.,2022-12-01,920
ABX AIR INC,2022-01-01,0
HELICOL,2020-02-01,14889
KLM,2020-04-01,600
EASYFLY S.A,2021-02-01,133048
SERVICIOS AEREOS AMAZONICOS,2021-05-01,106
DELTA,2021-07-01,24053
SKY AIRLINE,2021-03-01,1516
SOLAIR S.A.S,2014-05-01,382
HELISTAR S.A.S,2017-01-06,194
AERO TAXI GUAYMARAL,2017-01-05,96
CENTRAL CHARTER,2017-01-12,47
ATLAS AIR,2017-01-11,0
LAS,2017-01-11,0
"AVIOR AIRLINES,C.A.",2017-01-09,9545
ARO LTDA,2017-01-11,1693
CUBANA,2019-01-01,0
"AVIOR AIRLINES,C.A.",2019-01-01,23126
SEARCA S.A.,2019-03-01,10632
STARBLUE AIRLINES,2014-06-01,99
AVIOCESAR,2014-04-01,144
AERO TAXI GUAYMARAL,2014-04-01,91
PACIFICA DE AVIACION S.A.S,2014-10-01,256
LACSA,2014-01-01,19240
TAMPA CARGO,2014-06-01,0
VIANA S.A.S,2015-08-01,374
AER CARIBE,2015-07-01,0
NACIONAL DE AVIACION S.A.S,2015-12-01,100
AIR COLOMBIA,2015-02-01,0
CENTRAL CHARTER,2015-02-01,19
DHL AERO EXPRESO,2015-03-01,0
DELTA,2015-09-01,10160
AERO TAXI GUAYMARAL,2022-04-01,4
GOOD FLY CO SAS,2021-12-01,48
SAER,2022-12-01,188
AEROPACA SAS,2022-12-01,225
AEROPACA SAS,2021-01-01,3996
AEROLINEAS ARGENTINAS,2021-01-01,4854
AEROPACA SAS,2020-05-01,576
AMERICAN,2020-09-01,14496
AER CARIBE,2020-05-01,0
LUFTHANSA,2020-04-01,1071
IBERIA,2020-07-01,3837
UNITED PARCEL SERVICE,2020-06-01,0
SAER,2021-02-01,8
AIR FRANCE,2021-03-01,7264
QATAR AIRWAYS COMPANY,2021-05-01,0
LATAM,2017-01-04,407697
CARGOLUX AIRLINES INTERNATIONAL S.A.,2017-01-02,0
UNITED AIR LINES INC,2017-01-06,28349
UNITED PARCEL SERVICE,2017-01-08,0
INTEREJECUTIVA,2017-01-08,265
SIS SOLUCIONES INTEGRALES,2017-01-05,15
AIR CANADA,2017-01-11,7650
TRANSPACIFICOS,2019-06-01,341
STARBLUE AIRLINES,2014-03-01,182
AIR CANADA,2014-01-01,6688
AVIANCA,2014-05-01,1236998
CENTURION AIR CARGO COLOMBIA,2014-04-01,0
EASYFLY S.A,2014-05-01,62216
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2014-03-01,0
SELVA,2014-02-01,215
SAVIARE LTDA,2015-09-01,176
VIANA S.A.S,2015-05-01,230
AIR COLOMBIA,2015-12-01,0
SKY LEASE,2015-01-01,0
TRANS AMERICAN AIR LINES,2015-07-01,40199
EZ AIR,2021-12-01,562
LUFTHANSA,2022-12-01,6234
HELICOL,2022-01-01,3055
LATAM,2020-06-01,1821
AVIOCESAR,2020-04-01,72
ALIANSA,2020-08-01,519
AMERIJET INTERNATIONAL,2020-10-01,0
WESTERN GLOBAL,2020-07-01,0
AEROREPUBLICA,2022-02-01,141400
AMERIJET INTERNATIONAL,2020-01-01,0
LACSA,2020-01-01,40938
ALLAS S.A.S,2021-05-01,198
AIR CANADA,2021-06-01,3746
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2017-01-07,0
TAMPA CARGO,2017-01-01,0
UNITED AIR LINES INC,2017-01-03,21235
TAERCO,2017-01-01,135
LATAM,2017-01-11,549099
AEROCHARTER ANDINA S.A.S.,2017-01-10,5
UNITED PARCEL SERVICE,2019-01-01,0
SAER,2014-10-01,466
AEROLINEAS ALAS DE COLOMBIA LTDA.,2014-10-01,1587
HELIGOLFO S.A.S,2014-12-01,695
HELICOL,2014-01-01,6603
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2014-05-01,0
SOLAR CARGO,2014-12-01,0
HELI JET SAS,2015-03-01,143
ALIANSA,2015-03-01,1005
AEROSUCRE,2015-07-01,0
AIR PANAMA,2015-03-01,2184
AEROREPUBLICA,2015-07-01,198260
TACA INTERNATIONAL,2021-04-01,3700
ARO S.A.S.,2022-04-01,839
SOLAIR S.A.S,2022-08-01,97
HELICOL,2022-08-01,4308
TURKISH AIRLINES INC,2021-12-01,12344
AEROMENEGUA,2022-12-01,238
FEDERAL EXPRESS CORPORATION,2020-06-01,0
IBERIA,2020-02-01,91491
NATIONAL AIR CARGO,2020-02-01,0
SAER,2021-03-01,160
AER CARIBE,2021-06-01,0
AEROGAL,2019-04-01,88799
ARO LTDA,2019-04-01,1305
JETBLUE AIRWAYS,2017-01-05,22470
STARBLUE AIRLINES,2017-01-03,42
HELICOL,2017-01-10,5961
JETBLUE AIRWAYS,2017-01-10,30194
KLM,2017-01-12,7158
ABSA,2019-02-01,0
AERUPIA SAS,2019-06-01,424
AEROCOL S.A.S,2014-02-01,424
AERUPIA SAS,2014-01-01,372
SAER,2014-07-01,1058
CHARTER DEL CARIBE S.A.,2014-09-01,223
AIR COLOMBIA,2014-08-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2014-04-01,0
AEROGAL,2014-12-01,65284
SOLAR CARGO,2014-09-01,0
AEROREPUBLICA,2014-10-01,180985
CONVIASA,2014-09-01,9042
VIVA AIR,2014-06-01,168612
AEROMENEGUA,2015-05-01,262
AVIOCESAR,2015-01-01,260
TAC,2015-05-01,4019
JETBLUE AIRWAYS,2015-12-01,55620
UNITED AIR LINES INC,2015-02-01,18310
VIVA AIR,2015-10-01,268116
ESTELAR LATIOAMERICANA.C.A.,2021-04-01,180
AEROPACA SAS,2022-04-01,1271
AERO APOYO,2020-08-01,33
SATENA,2020-03-01,170751
AEROREPUBLICA,2020-05-01,6633
DELTA,2022-02-01,17191
AVIANLINE CHARTE´S S.A.S.,2020-01-01,1222
LUFTHANSA,2017-01-05,11521
EASTERN AIR LINES GROUP,2017-01-04,187
AERO APOYO,2017-01-06,113
AEROCOL S.A.S,2017-01-03,56
AERUPIA SAS,2017-01-08,580
CHARTER DEL CARIBE S.A.,2017-01-02,98
ETIHAD,2017-01-09,0
IBERIA,2017-01-09,25197
JET MAGIC LTD.,2017-01-10,96
TAERCO,2017-01-11,185
AEROCOL S.A.S,2014-12-01,267
ALPES S.A.S,2014-08-01,643
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2014-09-01,945
SOLAIR S.A.S,2014-03-01,302
AVIANCA,2014-10-01,1378114
AMERICAN,2015-10-01,47167
LUFTHANSA CARGO,2015-01-01,0
AEROGAL,2015-11-01,59104
ALPES S.A.S,2020-11-01,96
SATENA,2021-08-01,79738
PACIFICA DE AVIACION S.A.S,2020-12-01,4185
MARTINAIR,2020-12-01,0
AVIANLINE CHARTE´S S.A.S.,2022-12-01,1268
SATENA,2020-02-01,264051
TURKISH AIRLINES INC,2020-02-01,0
VIVA AIR PERU,2020-02-01,4503
SEARCA S.A.,2021-02-01,12150
NO REGISTRA,2021-05-01,448
AEROLINEAS ARGENTINAS,2019-04-01,6297
FLEXAIR S.A.S,2019-04-01,207
ADA,2017-01-07,19690
SARPA S.A.S,2017-01-01,1022
AEROMEXICO,2017-01-12,31675
HELISTAR S.A.S,2019-06-01,141
UNITED PARCEL SERVICE,2019-03-01,0
SOLAIR S.A.S,2019-03-01,613
AEROCOL S.A.S,2014-06-01,202
HELIGOLFO S.A.S,2014-10-01,422
TAXCO,2014-11-01,28
AEROMEXICO,2014-07-01,13310
AEROLINEAS ARGENTINAS,2014-09-01,6648
TRANS AMERICAN AIR LINES,2014-11-01,37735
AVIOCESAR,2015-04-01,113
NACIONAL DE AVIACION S.A.S,2015-02-01,118
ASES LTDA.,2015-01-01,147
CHARTER EXPRESS SAS,2015-08-01,494
CHARTER DEL CARIBE S.A.,2015-11-01,213
INTERJET,2015-10-01,12097
ADA,2015-07-01,32320
DHL AERO EXPRESO,2015-01-01,0
JETBLUE AIRWAYS,2015-01-01,48370
OCEANAIR,2015-12-01,499
AERUPIA SAS,2020-11-01,531
ATLAS AIR,2021-08-01,0
AEREA S.A.,2021-12-01,1850
TACA INTERNATIONAL,2021-12-01,5867
SEARCA S.A.,2020-10-01,8856
AERO TAXI GUAYMARAL,2020-09-01,81
LUFTHANSA,2020-03-01,23040
TAMPA CARGO,2020-03-01,0
ALLAS S.A.S,2021-06-01,470
AEROGAL,2021-06-01,24686
LADECO,2020-07-01,0
FEDERAL EXPRESS CORPORATION,2017-01-05,0
LASER AEREO S.A.S,2017-01-07,1219
EASYFLY S.A,2017-01-10,98615
SAER,2017-01-09,265
SOLAIR S.A.S,2017-01-11,407
OCEANAIR,2019-01-01,13576
TACA INTERNATIONAL,2019-06-01,278
AEROMENEGUA,2014-07-01,254
HELIGOLFO S.A.S,2014-09-01,520
NO REGISTRA,2014-05-01,736
AVIANCA,2014-07-01,1345238
COPA,2014-05-01,11206
AEROSUCRE,2014-09-01,0
TIARA,2014-02-01,241
TRANS AMERICAN AIR LINES,2014-12-01,36930
STARBLUE AIRLINES,2015-07-01,124
AERO TAXI GUAYMARAL,2015-03-01,75
FEDERAL EXPRESS CORPORATION,2015-01-01,0
JETBLUE AIRWAYS,2015-08-01,47481
MAS AIR,2015-10-01,0
AVIANCA,2021-04-01,980566
LUFTHANSA,2021-04-01,5328
LACSA,2022-04-01,6816
VIVA AIR,2021-12-01,630808
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2022-01-01,0
LATAM,2020-08-01,3240
AVIOCESAR,2020-03-01,201
CHARTER DEL CARIBE S.A.,2020-08-01,117
AMERICAN,2020-10-01,94776
AEROLINEAS ARGENTINAS,2020-05-01,726
AEROGAL,2020-04-01,0
AMERICA´S AIR SAS,2022-02-01,188
FLEXAIR S.A.S,2022-02-01,1115
ALLAS S.A.S,2021-07-01,730
VIVA AIR,2020-10-01,491955
AVIATSA,2017-01-01,91
TACA INTERNATIONAL,2017-01-03,21507
SEARCA S.A.,2017-01-01,9219
AEROPACA SAS,2019-02-01,630
TURKISH AIRLINES INC,2019-06-01,3754
AEROEJECUTIVOS DE ANTIOQUIA S.A.,2019-06-01,2136
AERO APOYO,2014-03-01,446
SARPA S.A.S,2014-09-01,2495
PACIFICA DE AVIACION S.A.S,2014-12-01,240
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2014-04-01,0
SOLAIR S.A.S,2015-12-01,244
DHL AERO EXPRESO,2015-07-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,2015-07-01,0
VENSECAR C.A.,2015-04-01,0
TURKISH AIRLINES INC,2022-04-01,8445
AEROPACA SAS,2021-08-01,1117
FEDERAL EXPRESS CORPORATION,2022-08-01,0
SOLAIR S.A.S,2020-12-01,1101
